"partyname_1","origname_1","cmp_id_1","rile_1","lrgen_1","cses_lr_1","cses_expert_1","tev_lr_1","country_1","electionyear_1","partyname_2","origname_2","cmp_id_2","rile_2","lrgen_2","cses_lr_2","cses_expert_2","tev_lr_2","country_2","electionyear_2","switch","rpartyname_1","rpartyname_2","rorigname_1","rorigname_2","rcountry_1","rcountry_2"
"Austrian Freedom Party","Freiheitliche Partei Österreichs",42420,-3.5,NA,NA,NA,NA,"Austria",1979,"Popular Democratic Movement","Movimento Democrático Português",35310,6.557,NA,NA,NA,NA,"Portugal",1979,0,"Austrian Freedom Party","Popular Democratic Movement","Freiheitliche Partei Österreichs","Movimento Democrático Português","Austria","Portugal"
"Austrian Freedom Party","Freiheitliche Partei Österreichs",42420,-3.5,NA,NA,NA,NA,"Austria",1979,"Portuguese Communist Party","Partido Comunista Português",35220,6.557,NA,NA,NA,NA,"Portugal",1979,1,"Portuguese Communist Party","Austrian Freedom Party","Partido Comunista Português","Freiheitliche Partei Österreichs","Portugal","Austria"
"Austrian Freedom Party","Freiheitliche Partei Österreichs",42420,-3.5,NA,NA,NA,NA,"Austria",1979,"Popular Monarchist Party","Partido Popular Monárquico",35710,9.42,NA,NA,NA,NA,"Portugal",1979,1,"Popular Monarchist Party","Austrian Freedom Party","Partido Popular Monárquico","Freiheitliche Partei Österreichs","Portugal","Austria"
"Austrian Freedom Party","Freiheitliche Partei Österreichs",42420,-3.5,NA,NA,NA,NA,"Austria",1979,"Social Democratic Party","Partido Social Democrata",35313,9.42,NA,NA,NA,NA,"Portugal",1979,1,"Social Democratic Party","Austrian Freedom Party","Partido Social Democrata","Freiheitliche Partei Österreichs","Portugal","Austria"
"Austrian Freedom Party","Freiheitliche Partei Österreichs",42420,-3.5,NA,NA,NA,NA,"Austria",1979,"Socialist Party","Partido Socialista",35311,6.606,NA,NA,NA,NA,"Portugal",1979,1,"Socialist Party","Austrian Freedom Party","Partido Socialista","Freiheitliche Partei Österreichs","Portugal","Austria"
"Austrian Freedom Party","Freiheitliche Partei Österreichs",42420,-3.5,NA,NA,NA,NA,"Austria",1979,"Popular Democratic Union","União Democrática Popular",35210,-15.172,NA,NA,NA,NA,"Portugal",1979,1,"Popular Democratic Union","Austrian Freedom Party","União Democrática Popular","Freiheitliche Partei Österreichs","Portugal","Austria"
"Austrian Freedom Party","Freiheitliche Partei Österreichs",42420,-3.5,NA,NA,NA,NA,"Austria",1979,"Convergence and Union","Convergència i Unió",33611,8.227,NA,NA,NA,NA,"Spain",1979,0,"Austrian Freedom Party","Convergence and Union","Freiheitliche Partei Österreichs","Convergència i Unió","Austria","Spain"
"Austrian Freedom Party","Freiheitliche Partei Österreichs",42420,-3.5,NA,NA,NA,NA,"Austria",1979,"Catalan Republican Left","Esquerra Republicana de Catalunya",33905,-22.34,NA,NA,NA,NA,"Spain",1979,1,"Catalan Republican Left","Austrian Freedom Party","Esquerra Republicana de Catalunya","Freiheitliche Partei Österreichs","Spain","Austria"
"Austrian Freedom Party","Freiheitliche Partei Österreichs",42420,-3.5,NA,NA,NA,NA,"Austria",1979,"Basque Left","Euskadiko Ezkerra",33901,-23.499,NA,NA,NA,NA,"Spain",1979,1,"Basque Left","Austrian Freedom Party","Euskadiko Ezkerra","Freiheitliche Partei Österreichs","Spain","Austria"
"Austrian Freedom Party","Freiheitliche Partei Österreichs",42420,-3.5,NA,NA,NA,NA,"Austria",1979,"Communist Party of Spain","Izquierda Unida",33220,-21.053,NA,NA,NA,0.189948238803351,"Spain",1979,1,"Communist Party of Spain","Austrian Freedom Party","Izquierda Unida","Freiheitliche Partei Österreichs","Spain","Austria"
"Austrian Freedom Party","Freiheitliche Partei Österreichs",42420,-3.5,NA,NA,NA,NA,"Austria",1979,"Andalusian Party","Partido Andalucista",33906,-22.418,NA,NA,NA,NA,"Spain",1979,0,"Austrian Freedom Party","Andalusian Party","Freiheitliche Partei Österreichs","Partido Andalucista","Austria","Spain"
"Austrian Freedom Party","Freiheitliche Partei Österreichs",42420,-3.5,NA,NA,NA,NA,"Austria",1979,"Aragonese Regionalist Party","Partido Aragonés",33904,-14.879,NA,NA,NA,NA,"Spain",1979,1,"Aragonese Regionalist Party","Austrian Freedom Party","Partido Aragonés","Freiheitliche Partei Österreichs","Spain","Austria"
"Austrian Freedom Party","Freiheitliche Partei Österreichs",42420,-3.5,NA,NA,NA,NA,"Austria",1979,"Basque Nationalist Party","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea",33902,-25.547,NA,NA,NA,NA,"Spain",1979,0,"Austrian Freedom Party","Basque Nationalist Party","Freiheitliche Partei Österreichs","Partido Nacionalista Vasco/Euzko Alderdi Jeltzalea","Austria","Spain"
"Austrian Freedom Party","Freiheitliche Partei Österreichs",42420,-3.5,NA,NA,NA,NA,"Austria",1979,"Popular Alliance","Partido Popular",33610,12.069,NA,NA,NA,NA,"Spain",1979,0,"Austrian Freedom Party","Popular Alliance","Freiheitliche Partei Österreichs","Partido Popular","Austria","Spain"
"Austrian Freedom Party","Freiheitliche Partei Österreichs",42420,-3.5,NA,NA,NA,NA,"Austria",1979,"Spanish Socialist Workers’ Party","Partido Socialista Obrero Español",33320,-10.691,NA,NA,NA,0.337956557071006,"Spain",1979,1,"Spanish Socialist Workers’ Party","Austrian Freedom Party","Partido Socialista Obrero Español","Freiheitliche Partei Österreichs","Spain","Austria"
"Austrian Freedom Party","Freiheitliche Partei Österreichs",42420,-3.5,NA,NA,NA,NA,"Austria",1979,"Union of the Democratic Centre/Centrist Bloc","Unión de Centro Democrático",33430,0.468,NA,NA,NA,0.622059050517078,"Spain",1979,1,"Union of the Democratic Centre/Centrist Bloc","Austrian Freedom Party","Unión de Centro Democrático","Freiheitliche Partei Österreichs","Spain","Austria"
"Austrian Freedom Party","Freiheitliche Partei Österreichs",42420,-3.5,NA,NA,NA,NA,"Austria",1979,"Centre Party","Centerpartiet",11810,-8.1,NA,NA,NA,0.617129075869313,"Sweden",1979,0,"Austrian Freedom Party","Centre Party","Freiheitliche Partei Österreichs","Centerpartiet","Austria","Sweden"
"Austrian Freedom Party","Freiheitliche Partei Österreichs",42420,-3.5,NA,NA,NA,NA,"Austria",1979,"People’s Party","Liberalerna",11420,-15.2,NA,NA,NA,0.600402744022579,"Sweden",1979,1,"People’s Party","Austrian Freedom Party","Liberalerna","Freiheitliche Partei Österreichs","Sweden","Austria"
"Austrian Freedom Party","Freiheitliche Partei Österreichs",42420,-3.5,NA,NA,NA,NA,"Austria",1979,"Moderate Coalition Party","Moderata Samlingspartiet",11620,23.1,NA,NA,NA,0.884121890271676,"Sweden",1979,0,"Austrian Freedom Party","Moderate Coalition Party","Freiheitliche Partei Österreichs","Moderata Samlingspartiet","Austria","Sweden"
"Austrian Freedom Party","Freiheitliche Partei Österreichs",42420,-3.5,NA,NA,NA,NA,"Austria",1979,"Social Democratic Labour Party","Socialdemokratiska Arbetareparti",11320,-15.3,NA,NA,NA,0.288046536143052,"Sweden",1979,1,"Social Democratic Labour Party","Austrian Freedom Party","Socialdemokratiska Arbetareparti","Freiheitliche Partei Österreichs","Sweden","Austria"
"Austrian Freedom Party","Freiheitliche Partei Österreichs",42420,-3.5,NA,NA,NA,NA,"Austria",1979,"Left Communists Party","Vänsterpartiet",11220,-47.3,NA,NA,NA,0.0965503425936214,"Sweden",1979,1,"Left Communists Party","Austrian Freedom Party","Vänsterpartiet","Freiheitliche Partei Österreichs","Sweden","Austria"
"Austrian Freedom Party","Freiheitliche Partei Österreichs",42420,-3.5,NA,NA,NA,NA,"Austria",1979,"Christian Democratic People’s Party of Switzerland","Christlichdemokratische Volkspartei der Schweiz/Parti démocrate-chrétien suisse",43520,-2.413,NA,NA,NA,NA,"Switzerland",1979,1,"Christian Democratic People’s Party of Switzerland","Austrian Freedom Party","Christlichdemokratische Volkspartei der Schweiz/Parti démocrate-chrétien suisse","Freiheitliche Partei Österreichs","Switzerland","Austria"
"Austrian Freedom Party","Freiheitliche Partei Österreichs",42420,-3.5,NA,NA,NA,NA,"Austria",1979,"Protestant People’s Party of Switzerland","Evangelische Volkspartei der Schweiz/Parti Evangélique Suisse",43530,-2.869,NA,NA,NA,NA,"Switzerland",1979,0,"Austrian Freedom Party","Protestant People’s Party of Switzerland","Freiheitliche Partei Österreichs","Evangelische Volkspartei der Schweiz/Parti Evangélique Suisse","Austria","Switzerland"
"Austrian Freedom Party","Freiheitliche Partei Österreichs",42420,-3.5,NA,NA,NA,NA,"Austria",1979,"Radical Democratic Party","FDP.Die Liberalen/PLR.Les Libéraux-Radicaux",43420,10.446,NA,NA,NA,NA,"Switzerland",1979,0,"Austrian Freedom Party","Radical Democratic Party","Freiheitliche Partei Österreichs","FDP.Die Liberalen/PLR.Les Libéraux-Radicaux","Austria","Switzerland"
"Austrian Freedom Party","Freiheitliche Partei Österreichs",42420,-3.5,NA,NA,NA,NA,"Austria",1979,"Greens","Grüne Partei der Schweiz/Parti écologiste suisse",43110,-39.706,NA,NA,NA,NA,"Switzerland",1979,1,"Greens","Austrian Freedom Party","Grüne Partei der Schweiz/Parti écologiste suisse","Freiheitliche Partei Österreichs","Switzerland","Austria"
"Austrian Freedom Party","Freiheitliche Partei Österreichs",42420,-3.5,NA,NA,NA,NA,"Austria",1979,"Independents’ Alliance","Landesring der Unabhängigen/Alliance des Indépendants",43321,-5.385,NA,NA,NA,NA,"Switzerland",1979,0,"Austrian Freedom Party","Independents’ Alliance","Freiheitliche Partei Österreichs","Landesring der Unabhängigen/Alliance des Indépendants","Austria","Switzerland"
"Austrian Freedom Party","Freiheitliche Partei Österreichs",42420,-3.5,NA,NA,NA,NA,"Austria",1979,"National Action for People and Fatherland","Schweizer Demokraten/Démocrates suisses",43710,18.908,NA,NA,NA,NA,"Switzerland",1979,0,"Austrian Freedom Party","National Action for People and Fatherland","Freiheitliche Partei Österreichs","Schweizer Demokraten/Démocrates suisses","Austria","Switzerland"
"Austrian Freedom Party","Freiheitliche Partei Österreichs",42420,-3.5,NA,NA,NA,NA,"Austria",1979,"Swiss People’s Party","Schweizerische Volkspartei/Union démocratique du centre",43810,3.595,NA,NA,NA,NA,"Switzerland",1979,1,"Swiss People’s Party","Austrian Freedom Party","Schweizerische Volkspartei/Union démocratique du centre","Freiheitliche Partei Österreichs","Switzerland","Austria"
"Austrian Freedom Party","Freiheitliche Partei Österreichs",42420,-3.5,NA,NA,NA,NA,"Austria",1979,"Social Democratic Party of Switzerland","Sozialdemokratische Partei der Schweiz/Parti socialiste suisse",43320,-18.656,NA,NA,NA,NA,"Switzerland",1979,1,"Social Democratic Party of Switzerland","Austrian Freedom Party","Sozialdemokratische Partei der Schweiz/Parti socialiste suisse","Freiheitliche Partei Österreichs","Switzerland","Austria"
"Austrian Freedom Party","Freiheitliche Partei Österreichs",42420,-3.5,NA,NA,NA,NA,"Austria",1979,"Conservative Party","Conservative Party",51620,24.4,NA,NA,NA,NA,"United Kingdom",1979,1,"Conservative Party","Austrian Freedom Party","Conservative Party","Freiheitliche Partei Österreichs","United Kingdom","Austria"
"Austrian Freedom Party","Freiheitliche Partei Österreichs",42420,-3.5,NA,NA,NA,NA,"Austria",1979,"Labour Party","Labour Party",51320,-26.6,NA,NA,NA,NA,"United Kingdom",1979,0,"Austrian Freedom Party","Labour Party","Freiheitliche Partei Österreichs","Labour Party","Austria","United Kingdom"
"Austrian Freedom Party","Freiheitliche Partei Österreichs",42420,-3.5,NA,NA,NA,NA,"Austria",1979,"Liberal Party","Liberal Party",51420,-18.9,NA,NA,NA,NA,"United Kingdom",1979,1,"Liberal Party","Austrian Freedom Party","Liberal Party","Freiheitliche Partei Österreichs","United Kingdom","Austria"
"Austrian Social Democratic Party","Sozialdemokratische Partei Österreichs",42320,-5.7,NA,NA,NA,NA,"Austria",1979,"Austrian People’s Party","Österreichische Volkspartei",42520,-17.1,NA,NA,NA,NA,"Austria",1979,0,"Austrian Social Democratic Party","Austrian People’s Party","Sozialdemokratische Partei Österreichs","Österreichische Volkspartei","Austria","Austria"
"Austrian Social Democratic Party","Sozialdemokratische Partei Österreichs",42320,-5.7,NA,NA,NA,NA,"Austria",1979,"Christian Social Party","Centre démocrate humaniste",21522,5.102,NA,NA,NA,NA,"Belgium",1978,0,"Austrian Social Democratic Party","Christian Social Party","Sozialdemokratische Partei Österreichs","Centre démocrate humaniste","Austria","Belgium"
"Austrian Social Democratic Party","Sozialdemokratische Partei Österreichs",42320,-5.7,NA,NA,NA,NA,"Austria",1979,"Christian People’s Party","Christen-Democratisch en Vlaams",21521,1.303,NA,NA,NA,NA,"Belgium",1978,1,"Christian People’s Party","Austrian Social Democratic Party","Christen-Democratisch en Vlaams","Sozialdemokratische Partei Österreichs","Belgium","Austria"
"Austrian Social Democratic Party","Sozialdemokratische Partei Österreichs",42320,-5.7,NA,NA,NA,NA,"Austria",1979,"Peoples’ Union","De Volksunie",21913,15.122,NA,NA,NA,NA,"Belgium",1978,0,"Austrian Social Democratic Party","Peoples’ Union","Sozialdemokratische Partei Österreichs","De Volksunie","Austria","Belgium"
"Austrian Social Democratic Party","Sozialdemokratische Partei Österreichs",42320,-5.7,NA,NA,NA,NA,"Austria",1979,"Francophone Democratic Front of Francophones of Brussels","Démocrate fédéraliste indépendant",21912,-0.987,NA,NA,NA,NA,"Belgium",1978,0,"Austrian Social Democratic Party","Francophone Democratic Front of Francophones of Brussels","Sozialdemokratische Partei Österreichs","Démocrate fédéraliste indépendant","Austria","Belgium"
"Austrian Social Democratic Party","Sozialdemokratische Partei Österreichs",42320,-5.7,NA,NA,NA,NA,"Austria",1979,"Party of Liberty and Progress","Open Vlaamse Liberalen en Demokraten",21421,26.182,NA,NA,NA,NA,"Belgium",1978,0,"Austrian Social Democratic Party","Party of Liberty and Progress","Sozialdemokratische Partei Österreichs","Open Vlaamse Liberalen en Demokraten","Austria","Belgium"
"Austrian Social Democratic Party","Sozialdemokratische Partei Österreichs",42320,-5.7,NA,NA,NA,NA,"Austria",1979,"Liberal Party","Parti Libéral",21424,1.852,NA,NA,NA,NA,"Belgium",1978,1,"Liberal Party","Austrian Social Democratic Party","Parti Libéral","Sozialdemokratische Partei Österreichs","Belgium","Austria"
"Austrian Social Democratic Party","Sozialdemokratische Partei Österreichs",42320,-5.7,NA,NA,NA,NA,"Austria",1979,"Party of Walloon Reform and Liberty","Parti Réformateur Libéral",21422,3.29,NA,NA,NA,NA,"Belgium",1978,0,"Austrian Social Democratic Party","Party of Walloon Reform and Liberty","Sozialdemokratische Partei Österreichs","Parti Réformateur Libéral","Austria","Belgium"
"Austrian Social Democratic Party","Sozialdemokratische Partei Österreichs",42320,-5.7,NA,NA,NA,NA,"Austria",1979,"Francophone Socialist Party","Parti Socialiste",21322,0.512,NA,NA,NA,NA,"Belgium",1978,1,"Francophone Socialist Party","Austrian Social Democratic Party","Parti Socialiste","Sozialdemokratische Partei Österreichs","Belgium","Austria"
"Austrian Social Democratic Party","Sozialdemokratische Partei Österreichs",42320,-5.7,NA,NA,NA,NA,"Austria",1979,"Walloon Rally","Rassemblement Wallon",21911,-7.906,NA,NA,NA,NA,"Belgium",1978,1,"Walloon Rally","Austrian Social Democratic Party","Rassemblement Wallon","Sozialdemokratische Partei Österreichs","Belgium","Austria"
"Austrian Social Democratic Party","Sozialdemokratische Partei Österreichs",42320,-5.7,NA,NA,NA,NA,"Austria",1979,"Flemish Socialist Party","Socialistische Partij Anders",21321,-29.461,NA,NA,NA,NA,"Belgium",1978,1,"Flemish Socialist Party","Austrian Social Democratic Party","Socialistische Partij Anders","Sozialdemokratische Partei Österreichs","Belgium","Austria"
"Austrian Social Democratic Party","Sozialdemokratische Partei Österreichs",42320,-5.7,NA,NA,NA,NA,"Austria",1979,"Flemish Bloc","Vlaams Blok",21914,-2.915,NA,NA,NA,NA,"Belgium",1978,0,"Austrian Social Democratic Party","Flemish Bloc","Sozialdemokratische Partei Österreichs","Vlaams Blok","Austria","Belgium"
"Austrian Social Democratic Party","Sozialdemokratische Partei Österreichs",42320,-5.7,NA,NA,NA,NA,"Austria",1979,"Centre Democrats","Centrum-Demokraterne",13330,51,NA,NA,NA,NA,"Denmark",1979,0,"Austrian Social Democratic Party","Centre Democrats","Sozialdemokratische Partei Österreichs","Centrum-Demokraterne","Austria","Denmark"
"Austrian Social Democratic Party","Sozialdemokratische Partei Österreichs",42320,-5.7,NA,NA,NA,NA,"Austria",1979,"Danish Communist Party","Danmarks Kommunistiske Parti",13220,-51.4,NA,NA,NA,NA,"Denmark",1979,1,"Danish Communist Party","Austrian Social Democratic Party","Danmarks Kommunistiske Parti","Sozialdemokratische Partei Österreichs","Denmark","Austria"
"Austrian Social Democratic Party","Sozialdemokratische Partei Österreichs",42320,-5.7,NA,NA,NA,NA,"Austria",1979,"Danish Social-Liberal Party","Det Radikale Venstre",13410,-11.5,NA,NA,NA,NA,"Denmark",1979,0,"Austrian Social Democratic Party","Danish Social-Liberal Party","Sozialdemokratische Partei Österreichs","Det Radikale Venstre","Austria","Denmark"
"Austrian Social Democratic Party","Sozialdemokratische Partei Österreichs",42320,-5.7,NA,NA,NA,NA,"Austria",1979,"Progress Party","Fremskridtspartiet",13951,45.9,NA,NA,NA,NA,"Denmark",1979,0,"Austrian Social Democratic Party","Progress Party","Sozialdemokratische Partei Österreichs","Fremskridtspartiet","Austria","Denmark"
"Austrian Social Democratic Party","Sozialdemokratische Partei Österreichs",42320,-5.7,NA,NA,NA,NA,"Austria",1979,"Conservative People’s Party","Konservative Folkeparti",13620,35.9,NA,NA,NA,NA,"Denmark",1979,1,"Conservative People’s Party","Austrian Social Democratic Party","Konservative Folkeparti","Sozialdemokratische Partei Österreichs","Denmark","Austria"
"Austrian Social Democratic Party","Sozialdemokratische Partei Österreichs",42320,-5.7,NA,NA,NA,NA,"Austria",1979,"Christian People’s Party","Kristendemokraterne",13520,32.6,NA,NA,NA,NA,"Denmark",1979,1,"Christian People’s Party","Austrian Social Democratic Party","Kristendemokraterne","Sozialdemokratische Partei Österreichs","Denmark","Austria"
"Austrian Social Democratic Party","Sozialdemokratische Partei Österreichs",42320,-5.7,NA,NA,NA,NA,"Austria",1979,"Justice Party","Retsforbund",13952,18.3,NA,NA,NA,NA,"Denmark",1979,1,"Justice Party","Austrian Social Democratic Party","Retsforbund","Sozialdemokratische Partei Österreichs","Denmark","Austria"
"Austrian Social Democratic Party","Sozialdemokratische Partei Österreichs",42320,-5.7,NA,NA,NA,NA,"Austria",1979,"Social Democratic Party","Socialdemokratiet",13320,-11.4,NA,NA,NA,NA,"Denmark",1979,0,"Austrian Social Democratic Party","Social Democratic Party","Sozialdemokratische Partei Österreichs","Socialdemokratiet","Austria","Denmark"
